intervention_id,asset_id,date,day_index,intervention_type,health_before,health_restored
INTV-700499,AST-TRK-1034,2026-09-07,171,PREVENTIVE_TAMPING_OVERHAUL,87.9,98.0
INTV-700500,AST-TRK-1006,2026-09-08,172,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700501,AST-OHE-1020,2026-09-08,172,CORRECTIVE_ADJUSTMENT,89.5,98.0
INTV-700502,AST-TRK-1103,2026-09-08,172,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700503,AST-TRK-1126,2026-09-08,172,PREVENTIVE_TAMPING_OVERHAUL,90.6,98.0
INTV-700504,AST-TRK-1143,2026-09-08,172,PREVENTIVE_TAMPING_OVERHAUL,90.7,98.0
INTV-700505,AST-TRK-1011,2026-09-09,173,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700506,AST-SIG-1084,2026-09-09,173,CORRECTIVE_ADJUSTMENT,95.8,98.0
INTV-700507,AST-SIG-1112,2026-09-09,173,CORRECTIVE_ADJUSTMENT,85.6,98.0
INTV-700508,AST-TRK-1135,2026-09-09,173,PREVENTIVE_TAMPING_OVERHAUL,89.3,98.0
INTV-700509,AST-TRK-1170,2026-09-10,174,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700510,AST-TRK-1033,2026-09-11,175,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700511,AST-TRK-1070,2026-09-11,175,PREVENTIVE_TAMPING_OVERHAUL,88.9,98.0
INTV-700512,AST-TRK-1050,2026-09-12,176,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700513,AST-TRK-1083,2026-09-12,176,PREVENTIVE_TAMPING_OVERHAUL,90.6,98.0
INTV-700514,AST-TRK-1164,2026-09-12,176,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700515,AST-TRK-1012,2026-09-13,177,PREVENTIVE_TAMPING_OVERHAUL,87.9,98.0
INTV-700516,AST-TRK-1049,2026-09-13,177,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700517,AST-OHE-1114,2026-09-13,177,CORRECTIVE_ADJUSTMENT,87.5,98.0
INTV-700518,AST-TRK-1078,2026-09-15,179,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700519,AST-TRK-1147,2026-09-15,179,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700520,AST-TRK-1104,2026-09-17,181,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700521,AST-TRK-1167,2026-09-17,181,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700522,AST-SIG-1062,2026-09-20,184,CORRECTIVE_ADJUSTMENT,83.4,98.0
INTV-700523,AST-TRK-1051,2026-09-24,188,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
