telemetry_id,asset_id,date,day_index,health_index,wear_metric,daily_gmt,temp_c,rainfall_mm,days_since_inspection,days_since_maintenance,deferred_count,speed_restriction_active
TEL-519886,AST-TRK-1050,2026-07-13,115,96.2,0.66,57.1,36.5,0.0,8,2,0,0
TEL-519887,AST-TRK-1051,2026-07-13,115,91.7,1.33,56.8,36.5,0.0,12,40,0,0
TEL-519888,AST-SIG-1052,2026-07-13,115,94.1,0.69,45.1,36.5,0.0,2,26,0,1
TEL-519889,AST-PNT-1053,2026-07-13,115,95.8,2.2,56.2,36.5,0.0,6,11,0,0
TEL-519890,AST-OHE-1054,2026-07-13,115,93.0,8.2,39.8,36.5,0.0,25,26,0,0
TEL-519891,AST-TRK-1055,2026-07-13,115,94.5,0.85,49.4,36.5,0.0,5,17,0,0
TEL-519892,AST-TRK-1056,2026-07-13,115,92.1,1.27,53.5,36.5,0.0,3,32,0,1
TEL-519893,AST-TRK-1057,2026-07-13,115,93.2,1.11,33.2,36.5,0.0,2,19,0,0
TEL-519894,AST-TRK-1058,2026-07-13,115,92.9,1.08,40.8,36.5,0.0,2,23,0,0
TEL-519895,AST-TRK-1059,2026-07-13,115,95.7,0.75,56.8,36.5,0.0,4,8,0,0
TEL-519896,AST-TRK-1060,2026-07-13,115,93.4,1.11,64.6,36.5,0.0,7,25,0,1
TEL-519897,AST-TRK-1061,2026-07-13,115,93.1,1.08,26.8,36.5,0.0,12,26,0,0
TEL-519898,AST-SIG-1062,2026-07-13,115,86.7,1.56,34.9,36.5,0.0,8,57,0,0
TEL-519899,AST-PNT-1063,2026-07-13,115,96.4,2.17,25.9,36.5,0.0,3,9,0,0
TEL-519900,AST-OHE-1064,2026-07-13,115,94.0,7.0,31.7,36.5,0.0,21,10,0,0
TEL-519901,AST-TRK-1065,2026-07-13,115,94.4,0.86,37.2,36.5,0.0,2,10,0,0
TEL-519902,AST-TRK-1066,2026-07-13,115,92.9,1.18,34.3,36.5,0.0,0,35,0,0
TEL-519903,AST-TRK-1067,2026-07-13,115,93.7,1.09,41.8,36.5,0.0,12,30,0,0
TEL-519904,AST-TRK-1068,2026-07-13,115,93.6,1.05,27.7,36.5,0.0,4,19,0,0
TEL-519905,AST-TRK-1069,2026-07-13,115,94.0,0.98,30.2,36.5,0.0,14,28,0,0
TEL-519906,AST-TRK-1070,2026-07-13,115,94.7,0.78,48.6,36.5,0.0,4,3,0,0
TEL-519907,AST-TRK-1071,2026-07-13,115,94.0,1.06,42.7,36.5,0.0,22,19,0,0
TEL-519908,AST-SIG-1072,2026-07-13,115,93.5,0.76,43.4,36.5,0.0,6,30,0,0
TEL-519909,AST-PNT-1073,2026-07-13,115,96.0,2.19,55.6,36.5,0.0,22,11,0,1
TEL-519910,AST-OHE-1074,2026-07-13,115,92.3,9.1,32.9,36.5,0.0,4,11,0,1
TEL-519911,AST-TRK-1075,2026-07-13,115,92.5,1.23,33.1,36.5,0.0,13,26,0,0
TEL-519912,AST-TRK-1076,2026-07-13,115,95.3,0.67,51.1,36.5,0.0,36,3,0,0
TEL-519913,AST-TRK-1077,2026-07-13,115,92.8,1.18,64.0,36.5,0.0,21,26,0,0
TEL-519914,AST-TRK-1078,2026-07-13,115,88.1,1.94,62.1,36.5,0.0,10,60,0,1
TEL-519915,AST-TRK-1079,2026-07-13,115,95.0,0.72,27.0,36.5,0.0,28,7,0,0
TEL-519916,AST-TRK-1080,2026-07-13,115,94.1,0.99,57.7,36.5,0.0,32,19,0,0
TEL-519917,AST-TRK-1081,2026-07-13,115,92.8,1.2,46.4,36.5,0.0,9,26,0,0
TEL-519918,AST-TRK-1082,2026-07-13,115,93.0,1.17,37.8,36.5,0.0,5,30,0,0
TEL-519919,AST-TRK-1083,2026-07-13,115,95.1,0.72,33.2,36.5,0.0,3,1,0,0
TEL-519920,AST-SIG-1084,2026-07-13,115,97.0,0.35,47.8,36.5,0.0,4,6,0,0
TEL-519921,AST-PNT-1085,2026-07-13,115,91.9,2.38,36.0,36.5,0.0,0,36,0,0
TEL-519922,AST-OHE-1086,2026-07-13,115,93.1,8.1,46.7,36.5,0.0,18,18,0,0
TEL-519923,AST-TRK-1087,2026-07-13,115,94.1,1.03,35.9,36.5,0.0,0,21,0,0
TEL-519924,AST-TRK-1088,2026-07-13,115,92.2,1.21,26.3,36.5,0.0,25,22,0,0
TEL-519925,AST-TRK-1089,2026-07-13,115,94.6,0.92,40.9,36.5,0.0,8,12,0,0
TEL-519926,AST-TRK-1090,2026-07-13,115,93.7,1.02,41.2,36.5,0.0,11,11,0,0
TEL-519927,AST-TRK-1091,2026-07-13,115,92.6,1.21,54.2,36.5,0.0,8,28,0,0
TEL-519928,AST-TRK-1092,2026-07-13,115,94.6,0.91,35.0,36.5,0.0,4,21,0,0
TEL-519929,AST-TRK-1093,2026-07-13,115,96.1,0.66,42.9,36.5,0.0,27,5,0,0
TEL-519930,AST-TRK-1094,2026-07-13,115,93.6,1.09,44.7,36.5,0.0,26,22,0,0
TEL-519931,AST-TRK-1095,2026-07-13,115,92.7,1.29,27.2,36.5,0.0,7,36,0,0
TEL-519932,AST-SIG-1096,2026-07-13,115,91.6,0.99,43.2,36.5,0.0,3,12,0,0
TEL-519933,AST-PNT-1097,2026-07-13,115,93.8,2.29,40.0,36.5,0.0,13,25,0,0
TEL-519934,AST-OHE-1098,2026-07-13,115,90.9,10.7,62.6,36.5,0.0,11,38,0,1
TEL-519935,AST-TRK-1099,2026-07-13,115,93.5,1.02,33.1,36.5,0.0,7,15,0,0
TEL-519936,AST-TRK-1100,2026-07-13,115,93.8,0.95,64.4,36.5,0.0,4,18,0,0
TEL-519937,AST-TRK-1101,2026-07-13,115,94.5,0.89,53.9,36.5,0.0,13,20,0,1
TEL-519938,AST-TRK-1102,2026-07-13,115,94.6,0.78,45.2,36.5,0.0,15,9,0,0
TEL-519939,AST-TRK-1103,2026-07-13,115,95.6,0.64,51.5,36.5,0.0,14,3,0,0
TEL-519940,AST-TRK-1104,2026-07-13,115,90.5,1.52,56.8,36.5,0.0,18,54,0,0
TEL-519941,AST-TRK-1105,2026-07-13,115,93.3,1.07,50.9,36.5,0.0,3,25,0,1
TEL-519942,AST-TRK-1106,2026-07-13,115,94.3,0.97,34.9,36.5,0.0,13,20,0,0
TEL-519943,AST-TRK-1107,2026-07-13,115,95.7,0.68,48.1,36.5,0.0,18,4,0,0
TEL-519944,AST-TRK-1108,2026-07-13,115,94.3,0.92,49.1,36.5,0.0,7,12,0,0
TEL-519945,AST-TRK-1109,2026-07-13,115,93.2,1.1,40.2,36.5,0.0,16,18,0,0
TEL-519946,AST-TRK-1110,2026-07-13,115,93.5,1.13,36.6,36.5,0.0,5,16,0,0
TEL-519947,AST-TRK-1111,2026-07-13,115,93.7,0.97,26.3,36.5,0.0,12,23,0,1
TEL-519948,AST-SIG-1112,2026-07-13,115,98.0,1.45,40.3,36.5,0.0,17,0,0,0
TEL-519949,AST-PNT-1113,2026-07-13,115,96.4,2.17,42.8,36.5,0.0,14,8,0,0
TEL-519950,AST-OHE-1114,2026-07-13,115,86.3,16.1,61.4,36.5,0.0,4,65,0,0
TEL-519951,AST-TRK-1115,2026-07-13,115,94.9,0.86,43.8,36.5,0.0,25,14,0,0
TEL-519952,AST-TRK-1116,2026-07-13,115,93.0,1.17,41.6,36.5,0.0,26,29,0,0
TEL-519953,AST-TRK-1117,2026-07-13,115,93.0,1.23,45.3,36.5,0.0,20,33,0,0
TEL-519954,AST-TRK-1118,2026-07-13,115,93.2,1.17,51.6,36.5,0.0,2,24,0,1
TEL-519955,AST-TRK-1119,2026-07-13,115,95.7,0.69,56.5,36.5,0.0,2,3,0,0
TEL-519956,AST-TRK-1120,2026-07-13,115,93.0,1.14,53.9,36.5,0.0,26,19,0,1
TEL-519957,AST-TRK-1121,2026-07-13,115,93.9,1.0,25.2,36.5,0.0,10,13,0,0
TEL-519958,AST-TRK-1122,2026-07-13,115,94.2,0.97,44.4,36.5,0.0,18,15,0,0
TEL-519959,AST-TRK-1123,2026-07-13,115,95.5,0.65,61.6,36.5,0.0,31,4,0,0
TEL-519960,AST-TRK-1124,2026-07-13,115,94.1,0.87,50.9,36.5,0.0,1,9,0,0
TEL-519961,AST-TRK-1125,2026-07-13,115,93.4,1.07,51.6,36.5,0.0,8,24,0,0
TEL-519962,AST-TRK-1126,2026-07-13,115,90.5,1.6,31.9,36.5,0.0,13,63,0,0
TEL-519963,AST-TRK-1127,2026-07-13,115,94.3,0.85,58.1,36.5,0.0,12,9,0,0
TEL-519964,AST-SIG-1128,2026-07-13,115,91.9,0.95,58.8,36.5,0.0,11,11,0,0
TEL-519965,AST-PNT-1129,2026-07-13,115,93.6,2.3,52.3,36.5,0.0,32,26,0,0
TEL-519966,AST-OHE-1130,2026-07-13,115,95.1,5.8,34.7,36.5,0.0,15,3,0,0
TEL-519967,AST-TRK-1131,2026-07-13,115,95.4,0.79,36.8,36.5,0.0,3,4,0,0
TEL-519968,AST-TRK-1132,2026-07-13,115,92.5,1.16,59.3,36.5,0.0,7,32,0,0
TEL-519969,AST-TRK-1133,2026-07-13,115,93.7,0.96,38.5,36.5,0.0,2,13,0,0
TEL-519970,AST-TRK-1134,2026-07-13,115,92.9,1.18,53.6,36.5,0.0,14,24,0,0
TEL-519971,AST-TRK-1135,2026-07-13,115,95.1,0.82,46.6,36.5,0.0,1,4,0,0
TEL-519972,AST-TRK-1136,2026-07-13,115,94.0,1.04,49.3,36.5,0.0,20,22,0,0
TEL-519973,AST-TRK-1137,2026-07-13,115,94.7,0.91,44.9,36.5,0.0,16,16,0,0
TEL-519974,AST-TRK-1138,2026-07-13,115,94.5,0.92,45.1,36.5,0.0,10,10,0,0
TEL-519975,AST-TRK-1139,2026-07-13,115,94.2,0.92,41.7,36.5,0.0,15,8,0,0
TEL-519976,AST-TRK-1140,2026-07-13,115,94.7,0.93,35.7,36.5,0.0,17,13,0,0
TEL-519977,AST-TRK-1141,2026-07-13,115,94.2,1.03,40.3,36.5,0.0,16,9,0,0
TEL-519978,AST-TRK-1142,2026-07-13,115,94.2,0.87,57.2,36.5,0.0,11,13,0,0
TEL-519979,AST-TRK-1143,2026-07-13,115,95.0,0.72,27.8,36.5,0.0,10,6,0,0
TEL-519980,AST-TRK-1144,2026-07-13,115,92.6,1.25,52.4,36.5,0.0,0,27,0,0
TEL-519981,AST-TRK-1145,2026-07-13,115,92.9,1.14,36.5,36.5,0.0,21,18,0,0
TEL-519982,AST-TRK-1146,2026-07-13,115,93.5,1.04,47.1,36.5,0.0,29,18,0,1
TEL-519983,AST-TRK-1147,2026-07-13,115,88.5,1.89,64.9,36.5,0.0,8,59,0,0
TEL-519984,AST-TRK-1148,2026-07-13,115,95.0,0.74,45.3,36.5,0.0,18,6,0,0
TEL-519985,AST-TRK-1149,2026-07-13,115,94.2,0.88,45.4,36.5,0.0,33,7,0,0
TEL-519986,AST-SIG-1150,2026-07-13,115,87.3,1.49,30.0,36.5,0.0,22,20,0,0
TEL-519987,AST-PNT-1151,2026-07-13,115,95.5,2.21,54.6,36.5,0.0,13,16,0,0
TEL-519988,AST-OHE-1152,2026-07-13,115,94.7,6.2,41.6,36.5,0.0,16,8,0,0
TEL-519989,AST-TRK-1153,2026-07-13,115,94.0,0.98,63.2,36.5,0.0,27,19,0,0
TEL-519990,AST-TRK-1154,2026-07-13,115,92.4,1.22,27.6,36.5,0.0,5,28,0,0
TEL-519991,AST-TRK-1155,2026-07-13,115,93.1,1.1,59.1,36.5,0.0,10,30,0,0
TEL-519992,AST-TRK-1156,2026-07-13,115,93.3,1.05,35.3,36.5,0.0,3,12,0,0
TEL-519993,AST-TRK-1157,2026-07-13,115,94.5,0.92,41.1,36.5,0.0,3,11,0,0
TEL-519994,AST-TRK-1158,2026-07-13,115,94.0,0.96,55.3,36.5,0.0,29,15,0,0
TEL-519995,AST-TRK-1159,2026-07-13,115,92.7,1.27,64.4,36.5,0.0,3,26,0,0
TEL-519996,AST-TRK-1160,2026-07-13,115,94.7,0.78,25.2,36.5,0.0,7,6,0,0
TEL-519997,AST-TRK-1161,2026-07-13,115,94.2,1.02,26.6,36.5,0.0,1,18,0,0
TEL-519998,AST-TRK-1162,2026-07-13,115,93.0,1.12,38.1,36.5,0.0,6,23,0,0
TEL-519999,AST-TRK-1163,2026-07-13,115,93.7,0.97,35.5,36.5,0.0,7,16,0,0
TEL-520000,AST-TRK-1164,2026-07-13,115,89.5,1.78,50.2,36.5,0.0,5,55,0,0
TEL-520001,AST-TRK-1165,2026-07-13,115,94.5,0.91,37.0,36.5,0.0,2,19,0,0
TEL-520002,AST-TRK-1166,2026-07-13,115,93.9,0.96,49.8,36.5,0.0,2,13,0,0
TEL-520003,AST-TRK-1167,2026-07-13,115,90.2,1.73,64.0,36.5,0.0,4,57,0,0
TEL-520004,AST-TRK-1168,2026-07-13,115,93.5,0.98,34.8,36.5,0.0,17,23,0,0
TEL-520005,AST-TRK-1169,2026-07-13,115,93.4,1.01,30.3,36.5,0.0,15,17,0,0
TEL-520006,AST-TRK-1170,2026-07-13,115,95.4,0.73,47.7,36.5,0.0,26,1,0,0
TEL-520007,AST-TRK-1171,2026-07-13,115,94.6,0.84,42.6,36.5,0.0,5,11,0,0
TEL-520008,AST-SIG-1172,2026-07-13,115,93.4,0.78,30.9,36.5,0.0,3,33,0,0
TEL-520009,AST-PNT-1173,2026-07-13,115,93.6,2.3,32.3,36.5,0.0,4,22,0,0
TEL-520010,AST-OHE-1174,2026-07-13,115,93.1,8.1,56.0,36.5,0.0,22,25,0,0
TEL-520011,AST-TRK-1001,2026-07-14,116,95.2,0.78,41.6,39.9,0.0,12,9,0,0
TEL-520012,AST-TRK-1002,2026-07-14,116,95.2,0.8,42.7,39.9,0.0,13,5,0,0
TEL-520013,AST-SIG-1003,2026-07-14,116,87.2,1.51,32.1,39.9,0.0,6,10,0,0
TEL-520014,AST-PNT-1004,2026-07-14,116,91.5,2.4,47.3,39.9,0.0,11,38,0,0
TEL-520015,AST-OHE-1005,2026-07-14,116,91.4,10.1,61.6,39.9,0.0,9,33,0,1
TEL-520016,AST-TRK-1006,2026-07-14,116,95.5,0.69,26.2,39.9,0.0,21,6,0,0
TEL-520017,AST-TRK-1007,2026-07-14,116,93.2,1.1,55.8,39.9,0.0,4,28,0,0
TEL-520018,AST-SIG-1008,2026-07-14,116,92.5,0.88,33.2,39.9,0.0,14,25,0,0
TEL-520019,AST-PNT-1009,2026-07-14,116,93.6,2.3,46.3,39.9,0.0,3,24,0,0
TEL-520020,AST-OHE-1010,2026-07-14,116,93.3,7.9,30.9,39.9,0.0,3,25,0,0
TEL-520021,AST-TRK-1011,2026-07-14,116,95.3,0.72,47.1,39.9,0.0,2,2,0,0
TEL-520022,AST-TRK-1012,2026-07-14,116,94.3,0.85,46.6,39.9,0.0,5,5,0,0
TEL-520023,AST-SIG-1013,2026-07-14,116,88.0,1.41,25.4,39.9,0.0,3,14,0,0
TEL-520024,AST-PNT-1014,2026-07-14,116,96.0,2.19,57.9,39.9,0.0,29,10,0,0
TEL-520025,AST-OHE-1015,2026-07-14,116,93.3,7.9,62.6,39.9,0.0,2,7,0,0
TEL-520026,AST-TRK-1016,2026-07-14,116,93.4,1.03,26.2,39.9,0.0,16,32,0,0
TEL-520027,AST-TRK-1017,2026-07-14,116,92.0,1.3,53.7,39.9,0.0,24,32,0,0
TEL-520028,AST-SIG-1018,2026-07-14,116,90.3,1.14,42.7,39.9,0.0,11,27,0,0
TEL-520029,AST-PNT-1019,2026-07-14,116,93.2,2.32,53.1,39.9,0.0,0,27,0,0
TEL-520030,AST-OHE-1020,2026-07-14,116,94.6,6.3,64.4,39.9,0.0,21,5,0,0
TEL-520031,AST-TRK-1021,2026-07-14,116,94.6,0.8,39.6,39.9,0.0,5,11,0,0
TEL-520032,AST-SIG-1022,2026-07-14,116,93.9,0.72,58.1,39.9,0.0,17,20,0,0
TEL-520033,AST-PNT-1023,2026-07-14,116,91.7,2.39,48.8,39.9,0.0,11,35,0,0
TEL-520034,AST-OHE-1024,2026-07-14,116,93.5,7.6,58.7,39.9,0.0,6,21,0,0
TEL-520035,AST-TRK-1025,2026-07-14,116,93.6,1.09,29.2,39.9,0.0,18,22,0,0
TEL-520036,AST-SIG-1026,2026-07-14,116,88.4,1.36,27.4,39.9,0.0,9,16,0,0
TEL-520037,AST-PNT-1027,2026-07-14,116,95.8,2.2,42.3,39.9,0.0,10,14,0,0
TEL-520038,AST-OHE-1028,2026-07-14,116,93.5,7.7,52.2,39.9,0.0,27,1,0,0
TEL-520039,AST-TRK-1029,2026-07-14,116,92.1,1.36,53.9,39.9,0.0,17,31,0,0
TEL-520040,AST-TRK-1030,2026-07-14,116,94.2,1.02,56.8,39.9,0.0,8,15,0,0
TEL-520041,AST-TRK-1031,2026-07-14,116,92.4,1.18,29.4,39.9,0.0,5,26,0,0
TEL-520042,AST-TRK-1032,2026-07-14,116,93.4,1.14,46.1,39.9,0.0,19,28,0,0
TEL-520043,AST-TRK-1033,2026-07-14,116,94.8,0.86,30.9,39.9,0.0,8,6,0,0
TEL-520044,AST-TRK-1034,2026-07-14,116,94.3,0.98,60.0,39.9,0.0,6,10,0,0
TEL-520045,AST-TRK-1035,2026-07-14,116,92.9,1.2,25.9,39.9,0.0,23,32,0,0
TEL-520046,AST-TRK-1036,2026-07-14,116,93.1,1.2,42.2,39.9,0.0,6,23,0,0
TEL-520047,AST-TRK-1037,2026-07-14,116,93.5,1.15,45.7,39.9,0.0,9,31,0,0
TEL-520048,AST-TRK-1038,2026-07-14,116,91.9,1.27,47.6,39.9,0.0,14,31,0,0
TEL-520049,AST-SIG-1039,2026-07-14,116,92.1,0.93,37.8,39.9,0.0,27,19,0,0
TEL-520050,AST-PNT-1040,2026-07-14,116,93.2,2.32,43.0,39.9,0.0,7,29,0,0
TEL-520051,AST-OHE-1041,2026-07-14,116,93.3,7.9,30.0,39.9,0.0,3,21,0,0
TEL-520052,AST-TRK-1042,2026-07-14,116,92.5,1.18,43.1,39.9,0.0,14,40,0,0
TEL-520053,AST-TRK-1043,2026-07-14,116,94.7,0.88,53.4,39.9,0.0,14,6,0,0
TEL-520054,AST-TRK-1044,2026-07-14,116,94.2,0.86,38.3,39.9,0.0,4,9,0,0
TEL-520055,AST-TRK-1045,2026-07-14,116,93.4,1.02,50.5,39.9,0.0,25,21,0,0
TEL-520056,AST-TRK-1046,2026-07-14,116,94.1,0.96,37.5,39.9,0.0,10,28,0,0
TEL-520057,AST-TRK-1047,2026-07-14,116,93.4,1.11,44.1,39.9,0.0,11,30,0,0
TEL-520058,AST-TRK-1048,2026-07-14,116,92.6,1.16,48.3,39.9,0.0,16,31,0,0
TEL-520059,AST-TRK-1049,2026-07-14,116,94.5,0.87,62.2,39.9,0.0,18,5,0,0
TEL-520060,AST-TRK-1050,2026-07-14,116,95.4,0.67,61.4,39.9,0.0,9,3,0,0
TEL-520061,AST-TRK-1051,2026-07-14,116,91.9,1.36,49.1,39.9,0.0,13,41,0,0
TEL-520062,AST-SIG-1052,2026-07-14,116,94.1,0.69,45.2,39.9,0.0,3,27,0,1
TEL-520063,AST-PNT-1053,2026-07-14,116,95.5,2.21,60.5,39.9,0.0,7,12,0,0
TEL-520064,AST-OHE-1054,2026-07-14,116,92.9,8.3,33.8,39.9,0.0,26,27,0,0
TEL-520065,AST-TRK-1055,2026-07-14,116,94.8,0.86,35.2,39.9,0.0,6,18,0,0
TEL-520066,AST-TRK-1056,2026-07-14,116,92.3,1.28,58.0,39.9,0.0,4,33,0,1
TEL-520067,AST-TRK-1057,2026-07-14,116,93.1,1.13,34.3,39.9,0.0,3,20,0,0
TEL-520068,AST-TRK-1058,2026-07-14,116,93.0,1.1,33.4,39.9,0.0,3,24,0,0
TEL-520069,AST-TRK-1059,2026-07-14,116,94.7,0.77,64.4,39.9,0.0,5,9,0,0
TEL-520070,AST-TRK-1060,2026-07-14,116,92.7,1.13,47.7,39.9,0.0,8,26,0,1
TEL-520071,AST-TRK-1061,2026-07-14,116,93.7,1.1,64.9,39.9,0.0,13,27,0,0
TEL-520072,AST-SIG-1062,2026-07-14,116,86.7,1.57,64.9,39.9,0.0,9,58,0,0
TEL-520073,AST-PNT-1063,2026-07-14,116,96.2,2.18,32.0,39.9,0.0,4,10,0,0
TEL-520074,AST-OHE-1064,2026-07-14,116,94.0,7.1,40.9,39.9,0.0,22,11,0,0
TEL-520075,AST-TRK-1065,2026-07-14,116,94.2,0.88,50.6,39.9,0.0,3,11,0,0
TEL-520076,AST-TRK-1066,2026-07-14,116,93.0,1.19,37.3,39.9,0.0,1,36,0,0
TEL-520077,AST-TRK-1067,2026-07-14,116,93.1,1.1,63.1,39.9,0.0,13,31,0,0
TEL-520078,AST-TRK-1068,2026-07-14,116,93.8,1.06,38.5,39.9,0.0,5,20,0,0
TEL-520079,AST-TRK-1069,2026-07-14,116,94.2,1.0,48.2,39.9,0.0,15,29,0,0
TEL-520080,AST-TRK-1070,2026-07-14,116,94.9,0.79,53.7,39.9,0.0,5,4,0,0
TEL-520081,AST-TRK-1071,2026-07-14,116,93.7,1.08,26.1,39.9,0.0,23,20,0,0
TEL-520082,AST-SIG-1072,2026-07-14,116,93.5,0.76,26.7,39.9,0.0,7,31,0,0
TEL-520083,AST-PNT-1073,2026-07-14,116,95.8,2.2,64.8,39.9,0.0,23,12,0,1
TEL-520084,AST-OHE-1074,2026-07-14,116,92.2,9.2,44.3,39.9,0.0,5,12,0,1
TEL-520085,AST-TRK-1075,2026-07-14,116,92.5,1.24,44.8,39.9,0.0,14,27,0,0
TEL-520086,AST-TRK-1076,2026-07-14,116,95.5,0.69,47.4,39.9,0.0,37,4,0,0
TEL-520087,AST-TRK-1077,2026-07-14,116,92.9,1.19,26.5,39.9,0.0,22,27,0,0
TEL-520088,AST-TRK-1078,2026-07-14,116,98.0,0.78,26.2,39.9,0.0,11,0,0,0
TEL-520089,AST-TRK-1079,2026-07-14,116,95.4,0.74,56.1,39.9,0.0,29,8,0,0
TEL-520090,AST-TRK-1080,2026-07-14,116,94.3,1.01,49.1,39.9,0.0,33,20,0,0
TEL-520091,AST-TRK-1081,2026-07-14,116,93.0,1.22,41.0,39.9,0.0,10,27,0,0
TEL-520092,AST-TRK-1082,2026-07-14,116,92.9,1.19,51.0,39.9,0.0,6,31,0,0
TEL-520093,AST-TRK-1083,2026-07-14,116,95.8,0.73,54.8,39.9,0.0,4,2,0,0
TEL-520094,AST-SIG-1084,2026-07-14,116,96.9,0.36,61.3,39.9,0.0,5,7,0,0
TEL-520095,AST-PNT-1085,2026-07-14,116,91.9,2.38,25.5,39.9,0.0,1,37,0,0
TEL-520096,AST-OHE-1086,2026-07-14,116,93.0,8.2,58.9,39.9,0.0,19,19,0,0
TEL-520097,AST-TRK-1087,2026-07-14,116,93.5,1.05,38.0,39.9,0.0,1,22,0,0
TEL-520098,AST-TRK-1088,2026-07-14,116,92.5,1.22,54.5,39.9,0.0,26,23,0,0
TEL-520099,AST-TRK-1089,2026-07-14,116,93.7,0.94,37.3,39.9,0.0,9,13,0,0
TEL-520100,AST-TRK-1090,2026-07-14,116,93.4,1.03,32.3,39.9,0.0,12,12,0,0
TEL-520101,AST-TRK-1091,2026-07-14,116,92.7,1.22,44.6,39.9,0.0,9,29,0,0
TEL-520102,AST-TRK-1092,2026-07-14,116,94.5,0.92,50.6,39.9,0.0,5,22,0,0
TEL-520103,AST-TRK-1093,2026-07-14,116,95.9,0.67,55.2,39.9,0.0,28,6,0,0
TEL-520104,AST-TRK-1094,2026-07-14,116,92.9,1.12,36.4,39.9,0.0,27,23,0,0
TEL-520105,AST-TRK-1095,2026-07-14,116,91.7,1.3,47.2,39.9,0.0,8,37,0,0
TEL-520106,AST-SIG-1096,2026-07-14,116,91.6,0.99,41.8,39.9,0.0,4,13,0,0
TEL-520107,AST-PNT-1097,2026-07-14,116,93.8,2.29,49.0,39.9,0.0,14,26,0,0
TEL-520108,AST-OHE-1098,2026-07-14,116,90.8,10.8,64.0,39.9,0.0,12,39,0,1
TEL-520109,AST-TRK-1099,2026-07-14,116,94.0,1.04,49.8,39.9,0.0,8,16,0,0
TEL-520110,AST-TRK-1100,2026-07-14,116,94.3,0.96,44.0,39.9,0.0,5,19,0,0
TEL-520111,AST-TRK-1101,2026-07-14,116,94.8,0.91,64.7,39.9,0.0,14,21,0,1
TEL-520112,AST-TRK-1102,2026-07-14,116,94.6,0.79,30.3,39.9,0.0,16,10,0,0
TEL-520113,AST-TRK-1103,2026-07-14,116,95.6,0.65,55.1,39.9,0.0,15,4,0,0
TEL-520114,AST-TRK-1104,2026-07-14,116,90.4,1.54,62.7,39.9,0.0,19,55,0,0
TEL-520115,AST-TRK-1105,2026-07-14,116,93.0,1.09,54.1,39.9,0.0,4,26,0,1
TEL-520116,AST-TRK-1106,2026-07-14,116,93.8,0.98,54.8,39.9,0.0,14,21,0,0
TEL-520117,AST-TRK-1107,2026-07-14,116,95.1,0.7,34.1,39.9,0.0,19,5,0,0
TEL-520118,AST-TRK-1108,2026-07-14,116,94.3,0.93,40.7,39.9,0.0,8,13,0,0
TEL-520119,AST-TRK-1109,2026-07-14,116,93.3,1.11,29.0,39.9,0.0,17,19,0,0
TEL-520120,AST-TRK-1110,2026-07-14,116,92.8,1.15,29.4,39.9,0.0,6,17,0,0
TEL-520121,AST-TRK-1111,2026-07-14,116,93.6,0.98,63.9,39.9,0.0,13,24,0,1
TEL-520122,AST-SIG-1112,2026-07-14,116,87.6,1.46,64.3,39.9,0.0,18,1,0,0
TEL-520123,AST-PNT-1113,2026-07-14,116,96.2,2.18,47.1,39.9,0.0,15,9,0,0
TEL-520124,AST-OHE-1114,2026-07-14,116,86.2,16.2,29.7,39.9,0.0,5,66,0,0
TEL-520125,AST-TRK-1115,2026-07-14,116,94.1,0.88,51.5,39.9,0.0,26,15,0,0
TEL-520126,AST-TRK-1116,2026-07-14,116,92.7,1.18,26.4,39.9,0.0,27,30,0,0
TEL-520127,AST-TRK-1117,2026-07-14,116,92.1,1.25,52.3,39.9,0.0,21,34,0,0
TEL-520128,AST-TRK-1118,2026-07-14,116,92.4,1.18,51.7,39.9,0.0,3,25,0,1
TEL-520129,AST-TRK-1119,2026-07-14,116,95.9,0.7,27.3,39.9,0.0,3,4,0,0
TEL-520130,AST-TRK-1120,2026-07-14,116,93.1,1.16,61.0,39.9,0.0,27,20,0,1
TEL-520131,AST-TRK-1121,2026-07-14,116,93.2,1.02,62.9,39.9,0.0,11,14,0,0
TEL-520132,AST-TRK-1122,2026-07-14,116,93.8,1.0,63.4,39.9,0.0,19,16,0,0
TEL-520133,AST-TRK-1123,2026-07-14,116,95.8,0.67,42.6,39.9,0.0,32,5,0,0
TEL-520134,AST-TRK-1124,2026-07-14,116,94.6,0.88,37.4,39.9,0.0,2,10,0,0
TEL-520135,AST-TRK-1125,2026-07-14,116,93.3,1.09,55.7,39.9,0.0,9,25,0,0
TEL-520136,AST-TRK-1126,2026-07-14,116,98.0,0.64,28.3,39.9,0.0,14,0,0,0
TEL-520137,AST-TRK-1127,2026-07-14,116,95.0,0.86,53.2,39.9,0.0,13,10,0,0
TEL-520138,AST-SIG-1128,2026-07-14,116,91.9,0.95,40.7,39.9,0.0,12,12,0,0
TEL-520139,AST-PNT-1129,2026-07-14,116,93.6,2.3,33.0,39.9,0.0,0,27,0,0
TEL-520140,AST-OHE-1130,2026-07-14,116,95.0,5.9,43.4,39.9,0.0,16,4,0,0
TEL-520141,AST-TRK-1131,2026-07-14,116,94.7,0.8,26.5,39.9,0.0,4,5,0,0
TEL-520142,AST-TRK-1132,2026-07-14,116,92.9,1.17,41.4,39.9,0.0,8,33,0,0
